用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
1786276757,____cookies,m,09-26  天秤座,北京 东城区,,,2010-08-04,信用较好,1847,159,916,"我们最大的敌人是无知,而不是无知的人. ",https://m.weibo.cn/u/1786276757?,"https://tva2.sinaimg.cn/crop.40.40.120.120.180/6a786b95gw1eow2jta2a3j205k05kmwx.jpg?KID=imgbed,tva&Expires=1753735482&ssig=tgHAjbW7n%2F",https://ww2.sinaimg.cn/orj480/6a786b95gw1eow2jta2a3j205k05kmwx.jpg,14,0,False,-1,,
7611159416,千里持剑,m,1970-01-01  摩羯座,四川,,,2021-05-18,信用一般,97,76000,11,,https://m.weibo.cn/u/7611159416?,"https://tvax2.sinaimg.cn/crop.421.0.1080.1080.180/008j5EfKly1gqmsp4291mj31hf0u07r7.jpg?KID=imgbed,tva&Expires=1753735485&ssig=CcAeWWIKd3",https://wx2.sinaimg.cn/orj480/008j5EfKly1gqmsp4291mj31hf0u07r7.jpg,0,0,True,0,军事博主,
6316869259,美绪爹一动不动,f,射手座,江苏,,,2017-08-01,信用较好,4083,4938,176,已聋,https://m.weibo.cn/u/6316869259?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006TuWg3ly8h0472zngf1j30u00u0413.jpg?KID=imgbed,tva&Expires=1753735487&ssig=0eYQS4ixCw",https://wx2.sinaimg.cn/orj480/006TuWg3ly8h0472zngf1j30u00u0413.jpg,25,6,False,-1,,
6376391394,菇菇的日记本,f,,其他,,,2017-12-09,信用较好,136,15,100,狗菇的菇,https://m.weibo.cn/u/6376391394?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/006XwGGuly8gghvrtfdy3j30e80e8q3i.jpg?KID=imgbed,tva&Expires=1753735489&ssig=ZxqYpQ09He",https://wx1.sinaimg.cn/orj480/006XwGGuly8gghvrtfdy3j30e80e8q3i.jpg,4,0,False,-1,,
6659163303,容易犯心脏病,m,1999-12-11  射手座,宁夏 银川,北京联合大学生物化学工程学院,,2018-09-10,信用较好,530,441,174,别气容易犯心脏病 镇魂,https://m.weibo.cn/u/6659163303?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007gFazJly8i3f5sourlbj30u00u0mzd.jpg?KID=imgbed,tva&Expires=1753735491&ssig=puYCiGP0q5",https://wx1.sinaimg.cn/orj480/007gFazJly8i3f5sourlbj30u00u0mzd.jpg,10,5,False,-1,,
7010813510,重庆辉腾律师事务所,m,,重庆,,,,,592,11000,142,辉腾所具有法律服务和专利代理双资质。多年度被评为优秀律所，多名律师被评为优秀律师等。2022年代理结案的发明专利授权率为重庆市代理机构第一名。,https://m.weibo.cn/u/7010813510?,"https://tvax1.sinaimg.cn/crop.56.17.250.250.180/007EsERgly8g0s27wt3ffj30ad0addgr.jpg?KID=imgbed,tva&Expires=1753735493&ssig=T9zwhY%2BunW",https://wx1.sinaimg.cn/orj480/007EsERgly8g0s27wt3ffj30ad0addgr.jpg,9,4,True,2,重庆辉腾律师事务所官方微博,
2525975570,李三只羊,m,1991-10-05  天秤座,河北 邢台,,,2013-12-14,信用较好,268,284,516,聊一聊国际关系史,https://m.weibo.cn/u/2525975570?,"https://tvax4.sinaimg.cn/crop.221.176.591.591.180/968f5412ly8gnvkwgpde9j20tl0o3mz5.jpg?KID=imgbed,tva&Expires=1753735495&ssig=l%2BpkQ%2FgNWD",https://wx4.sinaimg.cn/orj480/968f5412ly8gnvkwgpde9j20tl0o3mz5.jpg,14,0,False,-1,,
3494752982,星儿妹子们,f,双鱼座,北京,未知,,2013-07-01,信用极好,3236,25000,162,谨慎是智慧的长子。（名人名言 www.shszc.com）,https://m.weibo.cn/u/3494752982?,"https://tva4.sinaimg.cn/crop.0.65.279.279.180/d04db2d6tw1ecb8bqq7fzj208m0cxq4c.jpg?KID=imgbed,tva&Expires=1753735497&ssig=hCpsZjrDEb",https://ww4.sinaimg.cn/orj480/d04db2d6tw1ecb8bqq7fzj208m0cxq4c.jpg,28,1,True,0,经纪人 刘小青 时尚博主,
1009034807,鞍山-梦天下,m,1972-12-03  射手座,辽宁 鞍山,,,2014-03-06,信用较好,77,62,37,,https://m.weibo.cn/u/1009034807?,"https://tvax3.sinaimg.cn/crop.240.240.600.600.180/3c24a637ly8g1jndr9depj20u00u0mxu.jpg?KID=imgbed,tva&Expires=1753735501&ssig=VnOWKcN5cT",https://wx3.sinaimg.cn/orj480/3c24a637ly8g1jndr9depj20u00u0mxu.jpg,9,6,False,-1,,
5295438638,sfindy,f,1995-09-01  处女座,广东 广州,,,2014-09-17,信用较好,208,4,488,,https://m.weibo.cn/u/5295438638?,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/005Mn7uCly8gjcizlfkwgj30ru0ruacm.jpg?KID=imgbed,tva&Expires=1753735503&ssig=WzqfXDjzLx",https://wx3.sinaimg.cn/orj480/005Mn7uCly8gjcizlfkwgj30ru0ruacm.jpg,14,1,False,-1,,
6738992930,惠儿201306,f,,江苏,,,2018-10-16,信用较好,849,117,345,,https://m.weibo.cn/u/6738992930?,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007m47Umly8fw9yugr5wyj30ro0ro796.jpg?KID=imgbed,tva&Expires=1753735505&ssig=AwZq0m5kVs",https://wx4.sinaimg.cn/orj480/007m47Umly8fw9yugr5wyj30ro0ro796.jpg,4,0,False,-1,,
6245175644,乘胜追积,m,2004-06-28  巨蟹座,其他,,,2017-05-26,信用较好,274,88,281,愿如我所愿，心存善念,https://m.weibo.cn/u/6245175644?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006OE7tqly8gt3grzeembj30u00u0tb5.jpg?KID=imgbed,tva&Expires=1753735507&ssig=Gc3AX9HrdC",https://wx2.sinaimg.cn/orj480/006OE7tqly8gt3grzeembj30u00u0tb5.jpg,3,0,False,-1,,
2879812394,-风落下的,m,天秤座,上海,,,2012-07-24,信用极好,11282,92,383,不过是一时情浓，茫茫红尘，大梦一场。,https://m.weibo.cn/u/2879812394?,"https://tvax3.sinaimg.cn/crop.0.0.960.960.180/aba6732aly8i3ge9qoz2mj20qo0qodke.jpg?KID=imgbed,tva&Expires=1753735510&ssig=USqsqHolr3",https://wx3.sinaimg.cn/orj480/aba6732aly8i3ge9qoz2mj20qo0qodke.jpg,14,6,False,-1,,
1801206977,iRanniee,f,1998-03-09  双鱼座,北京,南京信息工程大学,,2010-08-23,信用较好,2065,327,140,不回陌生人私信！不要给我发消息！,https://m.weibo.cn/u/1801206977?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/6b5c3cc1ly8grdzxxe15jj20u00u078f.jpg?KID=imgbed,tva&Expires=1753735512&ssig=b50GHPPPbh",https://wx1.sinaimg.cn/orj480/6b5c3cc1ly8grdzxxe15jj20u00u078f.jpg,30,3,False,-1,,
3604016020,雁栖于槐,f,白羊座,上海 杨浦区,,,2013-07-09,信用较好,3140,143,1147,盗号的狗东西会便秘三年哦,https://m.weibo.cn/u/3604016020?,"https://tvax2.sinaimg.cn/crop.0.0.240.240.180/d6d0eb94ly8hf2v4laf6gj206o06odfr.jpg?KID=imgbed,tva&Expires=1753735514&ssig=WRGpsgNsan",https://wx2.sinaimg.cn/orj480/d6d0eb94ly8hf2v4laf6gj206o06odfr.jpg,16,6,False,-1,,
1757742745,陈国涛,m,1993-08-30  处女座,安徽 淮南,淮南市田家庵区第八小学,上海日精物流有限公司,2010-06-13,信用极好,5960,1051,871,神阵爱好者,https://m.weibo.cn/u/1757742745?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/68c50699ly8i3stsra8h0j20u00u0422.jpg?KID=imgbed,tva&Expires=1753735517&ssig=jIku8dHTvl",https://wx2.sinaimg.cn/orj480/68c50699ly8i3stsra8h0j20u00u0422.jpg,43,4,False,-1,,
1812379667,梧州零距离网,m,,广西 梧州,,,,,20128,440000,447,"梧州零距离网站成立于2009年10月28日，由梧州日报社主管主办，是梧州本土最具影响力的新闻综合门户网站。梧州零距离网站拥有广西最早建成、全市唯一的网络问政平台,开设有书记信箱、市长信箱以及各职能部门等102个板块，是网友群众与政府部门沟通交流的最便捷平台，是网站最具影响力的品牌栏目。梧州零距离网站还拥有梧州市首个个性化阅读服务的新闻客户端“新闻梧州”。此外，网站还注册运营有新浪官方微博“梧州零距离网”。2014年3月，网站注册运行腾讯微信公众号“梧州零距离”,依托梧州日报、西江都市报、梧州零距离网及“骑楼论坛”的丰富信息资源，根据网友群众的资讯需求、结合社会热点，为微信用户及时推送丰富、实用的新闻报道，迅速发展成为梧州最有影响力的公众号。",https://m.weibo.cn/u/1812379667?,"https://tvax2.sinaimg.cn/crop.0.0.685.685.180/6c06b813ly8h8vggo8o7wj20j10j6aal.jpg?KID=imgbed,tva&Expires=1753735519&ssig=693KVVdVgV",https://wx2.sinaimg.cn/orj480/6c06b813ly8h8vggo8o7wj20j10j6aal.jpg,41,4,True,3,,
2199323290,饿得睡不着啊咋搞,m,1996-12-17  射手座,其他,,,2011-06-27,信用较好,168,89,363,,https://m.weibo.cn/u/2199323290?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/002oQ8sily8gvd26up08vj60e80e8q2z02.jpg?KID=imgbed,tva&Expires=1753735522&ssig=k4MIciYkiy",https://wx1.sinaimg.cn/orj480/002oQ8sily8gvd26up08vj60e80e8q2z02.jpg,14,0,False,-1,,
6225289674,欧阳论金,m,1980-09-06  处女座,上海 黄浦区,北京国际金融学院,上海盛宇,2017-05-03,信用较好,421,10000,468,金融投资总监；首席分析师； 手机：15271610812 微信：1269393334（QQ同号）,https://m.weibo.cn/u/6225289674?,"https://tvax1.sinaimg.cn/crop.0.0.184.184.180/006NiGdYly8gn00bhcca4j3054054746.jpg?KID=imgbed,tva&Expires=1753735525&ssig=9TpUG4yyPe",https://wx1.sinaimg.cn/orj480/006NiGdYly8gn00bhcca4j3054054746.jpg,9,0,False,-1,,
2641240440,JSGWP,m,,江苏 泰州,,,2011-12-29,信用较好,12359,106,432,,https://m.weibo.cn/u/2641240440?,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1753735528&ssig=v7yeAAPB7T",https://ss1.sinaimg.cn/orj480/default_avatar_male_180&690,9,2,False,-1,,
7636929234,头颈外科张洋,m,1978-12-20  射手座,北京,,,2021-06-28,信用一般,96,531,52,,https://m.weibo.cn/u/7636929234?,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/008kPM9Yly8grxsbspwlzj30ig0ig0t5.jpg?KID=imgbed,tva&Expires=1753735529&ssig=iQL4Khr3gN",https://wx1.sinaimg.cn/orj480/008kPM9Yly8grxsbspwlzj30ig0ig0t5.jpg,0,0,False,-1,,
2533091255,你猜我用啥名字,m,1989-04-09  白羊座,陕西 安康,,,2011-12-16,信用较好,525,61,610,就是骑着麻雀看风景,https://m.weibo.cn/u/2533091255?,"https://tva4.sinaimg.cn/crop.0.0.640.640.180/96fbe7b7jw8e9lzcngo53j20hs0hsab0.jpg?KID=imgbed,tva&Expires=1753735531&ssig=oWYga6djn%2F",https://ww4.sinaimg.cn/orj480/96fbe7b7jw8e9lzcngo53j20hs0hsab0.jpg,9,0,False,-1,,
5699044479,穿背带裤的马里奥-22,f,,安徽,,,2015-09-29,信用较好,753,106,584,希望👧你自己安好，过好生活，活出自我,https://m.weibo.cn/u/5699044479?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006dGBOfly8hm4ri8ak7rj30u00u0whn.jpg?KID=imgbed,tva&Expires=1753735534&ssig=KYitY95k9L",https://wx2.sinaimg.cn/orj480/006dGBOfly8hm4ri8ak7rj30u00u0whn.jpg,9,0,False,-1,,
3244607954,Impetusss,f,2000-09-29  天秤座,广东,,,2013-04-03,信用较好,227,1305,458,,https://m.weibo.cn/u/3244607954?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/c164c9d2ly8hn52gwfgjsj20e80e83yo.jpg?KID=imgbed,tva&Expires=1753735536&ssig=eHeDOhy3Vf",https://wx1.sinaimg.cn/orj480/c164c9d2ly8hn52gwfgjsj20e80e83yo.jpg,30,6,False,-1,,
1430992223,笑看网事2002,m,1968-07-01  巨蟹座,广东 广州,重庆后勤工程学院,,2012-04-28,信用较好,986,127,345,,https://m.weibo.cn/u/1430992223?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/554b355fly8hg8uekwgvlj20u00u0wfd.jpg?KID=imgbed,tva&Expires=1753735537&ssig=kDbTcLp4Z5",https://wx1.sinaimg.cn/orj480/554b355fly8hg8uekwgvlj20u00u0wfd.jpg,14,1,False,-1,,
5540766110,打海马的疯水母,f,1996-08-28  处女座,云南,,,2015-03-04,信用较好,640,64,300,,https://m.weibo.cn/u/5540766110?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0062Yunkly8gtfaztu6cij60ro0rodhk02.jpg?KID=imgbed,tva&Expires=1753735539&ssig=u78g9O7Cmm",https://wx2.sinaimg.cn/orj480/0062Yunkly8gtfaztu6cij60ro0rodhk02.jpg,9,0,False,-1,,
6216749995,大力是个大力士,f,2018-02-19  双鱼座,安徽,,,2017-04-18,信用较好,1328,1556,151,小学一年级吹牛逼比赛一等奖,https://m.weibo.cn/u/6216749995?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006MIQFdly8hsc1uag2qoj30u00u078j.jpg?KID=imgbed,tva&Expires=1753735541&ssig=zANSOXX3Rf",https://wx4.sinaimg.cn/orj480/006MIQFdly8hsc1uag2qoj30u00u078j.jpg,9,1,False,-1,,
5658333180,诸多朝与暮的誓约,f,2002-08-24  处女座,海外,北京大学,北京银行,2015-07-21,信用较好,246,69,245,天地与我并生，而万物与我为一。,https://m.weibo.cn/u/5658333180?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006aVMWoly8hs15j4n8m1j30u00u1aey.jpg?KID=imgbed,tva&Expires=1753735544&ssig=ar%2FSYXXHLV",https://wx2.sinaimg.cn/orj480/006aVMWoly8hs15j4n8m1j30u00u1aey.jpg,9,6,False,-1,,
7207824655,我还想再玩1分钟,m,,其他,,,2019-06-25,信用较好,1581,19,78,很懒 但准备更懒,https://m.weibo.cn/u/7207824655?,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/007RNisnly8i098lf4t4qj30qo0qo0ue.jpg?KID=imgbed,tva&Expires=1753735547&ssig=gHQFA0YJ0X",https://wx4.sinaimg.cn/orj480/007RNisnly8i098lf4t4qj30qo0qo0ue.jpg,0,1,False,-1,,
6489914215,·葡萄啵啵冰·,f,白羊座,其他,,,2018-02-17,信用较好,6502,780,781,“心之所想是不可及的心之所向”,https://m.weibo.cn/u/6489914215?,"https://tvax1.sinaimg.cn/crop.0.0.585.585.180/0075d19Jly8h530u2mse3j30g90g9ab1.jpg?KID=imgbed,tva&Expires=1753735549&ssig=0PD7m5YRso",https://wx1.sinaimg.cn/orj480/0075d19Jly8h530u2mse3j30g90g9ab1.jpg,4,5,False,-1,,
5995145509,斑马视觉陈列,m,,,,,,,5379,22000,21,陈列培训 时尚教育,https://m.weibo.cn/u/5995145509?,"https://tva1.sinaimg.cn/crop.0.0.996.996.180/006xJ1djjw8f6e9zea3ydj30ro0ro0u9.jpg?KID=imgbed,tva&Expires=1753735551&ssig=LF9PUJ7%2BZI",https://ww1.sinaimg.cn/orj480/006xJ1djjw8f6e9zea3ydj30ro0ro0u9.jpg,9,6,True,2,北京斑马视觉管理咨询有限公司官方微博,
5887901209,陌生人请绕道99,f,1993-10-20  天秤座,山西 运城,,,2016-03-23,信用较好,1753,76,275,我不复杂，但也不简单。,https://m.weibo.cn/u/5887901209?,"https://tvax2.sinaimg.cn/crop.0.10.750.750.180/006qt24xly8fip02q31amj30ku0lfabx.jpg?KID=imgbed,tva&Expires=1753735553&ssig=liaYOkngrQ",https://wx2.sinaimg.cn/orj480/006qt24xly8fip02q31amj30ku0lfabx.jpg,9,1,False,-1,,
1301142770,铁牛牛的微博,f,,海外 其他,,,2010-03-10,信用较好,9522,545,1464,心中无事挂心头 便是人间好时节,https://m.weibo.cn/u/1301142770?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/4d8ddcf2ly8ho6hizalu6j20u00u0ah1.jpg?KID=imgbed,tva&Expires=1753735556&ssig=lWg9Fr%2BAUc",https://wx4.sinaimg.cn/orj480/4d8ddcf2ly8ho6hizalu6j20u00u0ah1.jpg,30,1,False,220,,
7268106418,OFFER猫,m,2000-01-01  摩羯座,北京 东城区,,,2019-07-30,信用一般,81,23,64,一只想要周游世界艺术院校的猫,https://m.weibo.cn/u/7268106418?,"https://tvax3.sinaimg.cn/crop.29.44.1026.1026.180/007VSeuSly8g5nw3tl142j30ti0tux6m.jpg?KID=imgbed,tva&Expires=1753735558&ssig=kB6YgNDHRf",https://wx3.sinaimg.cn/orj480/007VSeuSly8g5nw3tl142j30ti0tux6m.jpg,6,1,False,-1,,
5379678822,Tiffany_says_Tiffany,f,摩羯座,北京,,,2015-01-28,信用较好,856,1700,90,别看了，没有简介,https://m.weibo.cn/u/5379678822?,"https://tvax2.sinaimg.cn/crop.0.0.751.751.180/005S4Adgly8g1wooora8ij30kv0kvwf3.jpg?KID=imgbed,tva&Expires=1753735560&ssig=ZERX24PN%2FN",https://wx2.sinaimg.cn/orj480/005S4Adgly8g1wooora8ij30kv0kvwf3.jpg,9,1,False,-1,,
7063677716,青竹涣女-,f,摩羯座,北京,,,2019-04-04,信用一般,69,51,712,,https://m.weibo.cn/u/7063677716?,"https://tvax1.sinaimg.cn/crop.0.0.180.180.180/007I2tfKly8g2ie2ffqrqj30500500sk.jpg?KID=imgbed,tva&Expires=1753735563&ssig=AthBJYJdbM",https://wx1.sinaimg.cn/orj480/007I2tfKly8g2ie2ffqrqj30500500sk.jpg,8,0,False,-1,,
6584229632,黄山屯溪前园南路惠耳听力,f,1974-09-03  处女座,安徽,,屯溪惠耳听力,2018-06-26,信用一般,178,6,58,惠耳听力始于1988年，本中心可提供免费听力检查、助听器保养、调试及评估，聋儿语训及人工耳蜗等咨询。电话0559-2511108，地址：黄山市前园南路9号,https://m.weibo.cn/u/6584229632?,"https://tvax4.sinaimg.cn/crop.204.96.904.904.180/007bAKU8ly8gd19ompkrvj31400u07d9.jpg?KID=imgbed,tva&Expires=1753735564&ssig=1mkcmOztU4",https://wx4.sinaimg.cn/orj480/007bAKU8ly8gd19ompkrvj31400u07d9.jpg,4,0,False,-1,,
1763207882,中二病中毒,f,1990-02-02  水瓶座,浙江 绍兴,,企业,2010-06-18,信用较好,1918,184,250,快乐地活着，需要一点二的精神，其实我就是个二货,https://m.weibo.cn/u/1763207882?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/69186acaly8i1syhm6fphj20u00u0779.jpg?KID=imgbed,tva&Expires=1753735567&ssig=90Y1Q7XhHG",https://wx1.sinaimg.cn/orj480/69186acaly8i1syhm6fphj20u00u0779.jpg,9,0,False,-1,,
